0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,1
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,1
38,0
39,0
40,1
41,1
42,0
43,0
44,0
45,0
46,2
47,0
48,0
49,1
50,3
51,1
52,0
53,2
54,0
55,0
56,0
57,0
58,4
59,1
60,1
61,0
62,2
63,2
64,1
65,2
66,2
67,2
68,0
69,1
70,0
71,5
72,4
73,6
74,0
75,6
76,3
77,4
78,3
79,8
80,6
81,3
82,8
83,7
84,7
85,4
86,4
87,5
88,10
89,9
90,7
91,6
92,9
93,8
94,6
95,6
96,13
97,15
98,7
99,12
100,6
101,11
102,13
103,19
104,16
105,11
106,20
107,20
108,9
109,20
110,17
111,20
112,18
113,25
114,19
115,22
116,30
117,32
118,18
119,28
120,24
121,35
122,35
123,35
124,29
125,40
126,42
127,47
128,35
129,41
130,39
131,40
132,51
133,40
134,53
135,51
136,61
137,45
138,55
139,63
140,75
141,53
142,74
143,70
144,61
145,61
146,64
147,76
148,68
149,85
150,68
151,88
152,87
153,104
154,96
155,124
156,132
157,113
158,109
159,134
160,108
161,124
162,124
163,126
164,141
165,168
166,156
167,146
168,173
169,175
170,180
171,195
172,194
173,196
174,203
175,169
176,198
177,235
178,193
179,239
180,237
181,253
182,286
183,252
184,285
185,281
186,276
187,291
188,316
189,318
190,329
191,339
192,309
193,380
194,349
195,384
196,386
197,391
198,375
199,419
200,399
201,458
202,502
203,504
204,502
205,524
206,529
207,549
208,582
209,603
210,586
211,604
212,641
213,617
214,687
215,721
216,718
217,730
218,747
219,778
220,805
221,833
222,853
223,810
224,873
225,952
226,937
227,954
228,997
229,1032
230,1048
231,1029
232,1153
233,1116
234,1166
235,1182
236,1224
237,1276
238,1266
239,1346
240,1398
241,1366
242,1420
243,1520
244,1465
245,1483
246,1557
247,1674
248,1670
249,1654
250,1701
251,1807
252,1801
253,1894
254,1937
255,1932
256,1968
257,2056
258,2128
259,2148
260,2246
261,2268
262,2235
263,2446
264,2385
265,2581
266,2634
267,2648
268,2794
269,2851
270,2731
271,2939
272,2901
273,2931
274,3113
275,3156
276,3285
277,3284
278,3481
279,3577
280,3462
281,3681
282,3622
283,3826
284,3938
285,3890
286,4104
287,4284
288,4298
289,4362
290,4344
291,4519
292,4478
293,4633
294,4756
295,4912
296,5029
297,5225
298,5152
299,5308
300,5462
301,5543
302,5606
303,5714
304,5894
305,5900
306,6040
307,6147
308,6167
309,6431
310,6566
311,6774
312,6912
313,6860
314,7029
315,7090
316,7382
317,7350
318,7504
319,7691
320,7924
321,7961
322,8303
323,8273
324,8505
325,8788
326,8675
327,8917
328,9230
329,9134
330,9524
331,9671
332,9695
333,9791
334,9946
335,10340
336,10364
337,10552
338,10781
339,10986
340,11030
341,11187
342,11501
343,11762
344,11820
345,11882
346,12119
347,12189
348,12505
349,12894
350,12848
351,13100
352,13209
353,13786
354,13959
355,14089
356,14181
357,14492
358,14582
359,14702
360,14998
361,15035
362,15606
363,15713
364,15712
365,15876
366,16239
367,16496
368,16545
369,16864
370,16832
371,17559
372,17583
373,17792
374,18120
375,18322
376,18300
377,18719
378,19041
379,19126
380,19235
381,19555
382,20034
383,20113
384,20464
385,20580
386,20833
387,21048
388,21232
389,21432
390,21707
391,22070
392,22460
393,22505
394,22712
395,22903
396,23128
397,23466
398,23822
399,23977
400,24198
401,24533
402,24579
403,24906
404,25347
405,25043
406,25642
407,25925
408,25979
409,26043
410,26561
411,26636
412,27041
413,27453
414,27600
415,27736
416,28012
417,28180
418,28319
419,28609
420,29027
421,29156
422,29319
423,29685
424,29884
425,30110
426,30553
427,30461
428,30626
429,31058
430,31186
431,31467
432,31613
433,31867
434,32536
435,32474
436,32850
437,32775
438,33070
439,33296
440,33421
441,33340
442,33851
443,33877
444,34101
445,34638
446,34453
447,34993
448,34900
449,35109
450,34988
451,35207
452,35570
453,36067
454,35685
455,35891
456,36346
457,36477
458,36609
459,36429
460,36902
461,36796
462,37218
463,37835
464,37305
465,37700
466,37710
467,37650
468,37899
469,38297
470,38046
471,38117
472,38137
