0,0
1,2122
2,0
3,2628
4,1857
5,1953
6,0
7,1663
8,1280
9,2223
10,1656
11,1944
12,2165
13,2019
14,1634
15,0
16,1894
17,2219
18,1056
19,1918
20,1677
21,1800
22,1833
23,1849
24,1757
25,1910
26,1587
27,1934
28,1390
29,1287
30,1651
31,1665
32,1557
33,1615
34,1582
35,1859
36,1762
37,2087
38,1839
39,1852
40,1751
41,1330
42,1115
43,1569
44,1805
45,1825
46,1815
47,1514
48,1895
49,1417
50,1579
51,1642
52,1759
53,1308
54,1910
55,1664
56,1610
57,1772
58,1679
59,1700
60,1573
61,1841
62,1750
63,1742
64,1571
65,1798
66,1748
67,1788
68,1608
69,1706
70,1556
71,1699
72,1627
73,1802
74,1600
75,1508
76,1572
77,1667
78,1644
79,1726
80,1771
81,1653
82,1709
83,1598
84,1722
85,1694
86,1564
87,1655
88,1621
89,1629
90,1804
91,1595
92,1739
93,1607
94,1552
95,1779
96,1726
97,1742
98,1679
99,1728
100,1705
101,1668
102,1707
103,1635
104,1700
105,1719
106,1679
107,1740
108,1703
109,1626
110,1640
111,1688
112,1635
113,1730
114,1641
115,1643
116,1683
117,1720
118,1687
119,1626
120,1620
121,1641
122,1639
123,1694
124,1731
125,1664
126,1673
127,1698
128,1695
129,1690
130,1632
131,1655
132,1677
133,1705
134,1663
135,1690
136,1682
137,1682
138,1677
139,1717
140,1682
141,1639
142,1675
143,1671
144,1692
145,1669
146,1695
147,1702
148,1658
149,1633
150,1643
151,1677
152,1666
153,1648
154,1693
155,1667
156,1679
157,1679
158,1675
159,1657
160,1672
161,1654
162,1662
163,1689
164,1643
165,1680
166,1659
167,1655
168,1691
169,1669
170,1660
171,1640
172,1662
173,1686
174,1664
175,1640
176,1654
177,1679
178,1674
179,1679
180,1674
181,1658
182,1679
183,1671
184,1674
185,1657
186,1662
187,1665
188,1656
189,1666
190,1668
191,1657
192,1683
193,1671
194,1659
195,1653
196,1658
197,1665
198,1659
199,1654
200,1674
201,1673
202,1684
203,1674
204,1675
205,1675
206,1673
207,1664
208,1668
209,1668
210,1680
211,1697
212,1664
213,1667
214,1665
215,1657
216,1681
217,1678
218,1657
219,1679
220,1671
221,1661
222,1652
223,1678
224,1671
225,1676
226,1664
227,1669
228,1687
229,1663
230,1675
231,1677
232,1656
233,1670
234,1674
235,1678
236,1670
237,1667
238,1679
239,1666
240,1673
241,1674
242,1679
243,1678
244,1673
245,1668
246,1671
247,1670
248,1673
249,1678
250,1671
251,1671
252,1675
253,1665
254,1674
255,1677
256,1657
257,1669
258,1672
259,1663
260,1672
261,1668
262,1678
263,1667
264,1660
265,1666
266,1676
267,1671
268,1665
269,1666
270,1673
271,1669
272,1672
273,1670
274,1663
275,1665
276,1670
277,1671
278,1661
279,1672
280,1672
281,1671
282,1668
283,1666
284,1672
285,1673
286,1669
287,1670
288,1670
289,1673
290,1672
291,1670
292,1670
293,1675
294,1673
295,1669
296,1670
297,1668
298,1672
299,1671
300,1669
301,1667
302,1665
303,1673
304,1668
305,1671
306,1676
307,1669
308,1670
309,1668
310,1669
311,1666
312,1671
313,1669
314,1670
315,1668
316,1667
317,1669
318,1673
319,1671
320,1671
321,1666
322,1668
323,1669
324,1672
325,1666
326,1668
327,1670
328,1670
329,1669
330,1670
331,1673
332,1669
333,1669
334,1669
335,1668
336,1670
337,1671
338,1670
339,1668
340,1669
341,1670
342,1669
343,1670
344,1667
345,1671
346,1668
347,1668
348,1667
349,1669
350,1672
351,1670
352,1667
353,1668
354,1670
355,1669
356,1670
357,1671
358,1668
359,1673
360,1670
361,1669
362,1665
363,1669
364,1671
365,1670
366,1670
367,1666
368,1670
369,1665
370,1671
371,1669
372,1670
373,1671
374,1667
375,1671
376,1671
377,1670
378,1668
379,1668
380,1668
381,1671
382,1667
383,1668
384,1673
385,1667
386,1671
387,1671
388,1670
389,1669
390,1669
391,1671
392,1669
393,1670
394,1668
395,1670
396,1668
397,1670
398,1669
399,1669
400,1671
401,1668
402,1671
403,1669
404,1669
405,1671
406,1668
407,1670
408,1669
409,1670
410,1669
411,1672
412,1668
413,1671
414,1669
415,1671
416,1670
417,1670
418,1669
419,1669
420,1668
421,1669
422,1669
423,1670
424,1670
425,1670
426,1671
427,1669
428,1669
429,1671
430,1670
431,1670
432,1670
433,1670
434,1668
435,1670
436,1668
437,1670
438,1670
439,1671
440,1668
441,1671
442,1670
443,1669
444,1668
445,1667
446,1670
447,1669
448,1669
449,1668
450,1669
451,1670
452,1670
453,1670
454,1669
455,1669
456,1670
457,1671
458,1670
459,1669
460,1669
461,1670
462,1669
463,1669
464,1671
465,1669
466,1668
467,1671
468,1671
469,1671
470,1669
471,1669
472,1668
473,1671
474,1671
475,1670
476,1670
477,1669
478,1670
479,1670
480,1669
481,1669
482,1667
483,1671
484,1670
485,1669
486,1668
487,1671
488,1668
489,1669
490,1670
491,1669
492,1669
493,1670
494,1670
495,1669
496,1670
497,1669
498,1671
499,1670
500,1670
501,1670
502,1668
503,1670
504,1671
505,1670
506,1670
507,1670
508,1667
509,1670
510,1669
511,1671
512,1668
513,1669
514,1669
515,1670
516,1670
517,1669
518,1670
519,1669
520,1669
521,1669
522,1668
523,1669
524,1670
525,1668
526,1669
527,1671
528,1668
529,1669
530,1671
531,1669
532,1668
533,1669
534,1669
535,1668
536,1670
537,1669
538,1670
539,1671
540,1669
541,1671
542,1668
543,1668
544,1669
545,1669
546,1670
547,1669
548,1669
549,1671
550,1669
551,1670
552,1669
553,1669
554,1670
555,1669
556,1669
557,1668
558,1670
559,1671
560,1669
561,1671
562,1668
563,1670
564,1668
565,1670
566,1672
567,1670
568,1668
569,1669
570,1668
571,1669
572,1668
573,1667
574,1671
575,1669
576,1670
577,1669
578,1671
579,1668
580,1668
581,1671
582,1668
583,1668
584,1670
585,1670
586,1670
587,1670
588,1668
589,1671
590,1671
591,1670
592,1671
593,1668
594,1670
595,1671
596,1672
597,1671
598,1669
599,1670
600,1671
601,1670
602,1667
603,1671
604,1668
605,1671
606,1672
607,1670
608,1668
609,1672
610,1670
611,1671
612,1670
613,1671
614,1671
615,1670
616,1671
617,1670
618,1671
619,1667
620,1671
621,1668
622,1670
623,1669
624,1668
625,1670
626,1669
627,1670
628,1669
629,1670
630,1671
631,1671
632,1669
633,1669
634,1669
635,1668
636,1669
637,1671
638,1668
639,1670
640,1670
641,1669
642,1669
643,1670
644,1670
645,1669
646,1665
647,1671
648,1670
649,1668
650,1670
651,1670
652,1672
653,1672
654,1670
655,1669
656,1666
657,1670
658,1668
659,1668
660,1672
661,1670
662,1670
663,1669
664,1670
665,1672
666,1670
667,1671
668,1673
669,1672
670,1669
671,1668
672,1671
673,1671
674,1669
675,1666
676,1669
677,1667
678,1670
679,1670
680,1668
681,1668
682,1669
683,1667
684,1667
685,1672
686,1668
687,1670
688,1670
689,1673
690,1670
691,1664
692,1667
693,1669
694,1666
695,1674
696,1669
697,1668
698,1670
699,1674
700,1666
701,1671
702,1664
703,1670
704,1670
705,1672
706,1667
707,1675
708,1670
709,1668
710,1670
711,1669
712,1667
713,1667
714,1668
715,1672
716,1667
717,1673
718,1668
719,1672
720,1665
721,1663
722,1667
723,1671
724,1674
725,1667
726,1668
727,1673
728,1666
729,1669
730,1664
731,1672
732,1664
733,1674
734,1671
735,1663
736,1676
737,1665
738,1678
739,1671
740,1673
741,1672
742,1669
743,1671
744,1677
745,1673
746,1658
747,1670
748,1663
749,1680
750,1672
751,1672
752,1663
753,1660
754,1672
755,1667
756,1672
757,1667
758,1665
759,1665
760,1665
761,1668
762,1676
763,1673
764,1672
765,1669
766,1672
767,1673
768,1677
769,1675
770,1674
771,1668
772,1671
773,1679
774,1662
775,1673
776,1665
777,1684
778,1671
779,1667
780,1665
781,1671
782,1667
783,1666
784,1680
785,1669
786,1664
787,1679
