134217728;69206016;62196224;7009792;;;
134217728;69206016;21211144;47994872;40985080;40024,49219;39,08641815
134217728;69206016;21211144;47994872;0;0;0
134217728;69206016;21211144;47994872;0;0;0
134217728;69206016;21211144;47994872;0;0;0
134217728;69206016;21211144;47994872;0;0;0
134217728;69206016;21211144;47994872;0;0;0
134217728;69206016;21211144;47994872;0;0;0
134217728;69206016;21211144;47994872;0;0;0
134217728;69206016;21211144;47994872;0;0;0
134217728;69206016;21211144;47994872;0;0;0
134217728;69206016;21211144;47994872;0;0;0
134217728;69206016;21211144;47994872;0;0;0
134217728;69206016;21211144;47994872;0;0;0
134217728;69206016;21211144;47994872;0;0;0
134217728;69206016;21211144;47994872;0;0;0
134217728;69206016;21211144;47994872;0;0;0
134217728;69206016;21211144;47994872;0;0;0
134217728;69206016;21211144;47994872;0;0;0
134217728;69206016;21211144;47994872;0;0;0
134217728;69206016;21211144;47994872;0;0;0
134217728;69206016;21211144;47994872;0;0;0
134217728;69206016;21211144;47994872;0;0;0
134217728;69206016;21211144;47994872;0;0;0
134217728;69206016;21211144;47994872;0;0;0
134217728;69206016;21211144;47994872;0;0;0
134217728;69206016;21211144;47994872;0;0;0
134217728;69206016;21211144;47994872;0;0;0
134217728;69206016;20699688;48506328;511456;499,46875;0,487762451
134217728;69206016;20699688;48506328;0;0;0
134217728;69206016;20699688;48506328;0;0;0
134217728;69206016;20699688;48506328;0;0;0
134217728;69206016;20699688;48506328;0;0;0
134217728;69206016;20699688;48506328;0;0;0
134217728;69206016;20699688;48506328;0;0;0
134217728;69206016;20699688;48506328;0;0;0
134217728;69206016;20699688;48506328;0;0;0
134217728;69206016;20699688;48506328;0;0;0
134217728;69206016;20699688;48506328;0;0;0
134217728;69206016;20699688;48506328;0;0;0
134217728;69206016;20699688;48506328;0;0;0
134217728;69206016;20699688;48506328;0;0;0
134217728;69206016;20699688;48506328;0;0;0
134217728;69206016;20699688;48506328;0;0;0
134217728;69206016;20699688;48506328;0;0;0
134217728;69206016;20699688;48506328;0;0;0
134217728;69206016;20699688;48506328;0;0;0
134217728;69206016;20699688;48506328;0;0;0
134217728;69206016;20699688;48506328;0;0;0
134217728;69206016;20699688;48506328;0;0;0
134217728;69206016;20699688;48506328;0;0;0
134217728;69206016;20699688;48506328;0;0;0
134217728;69206016;20699688;48506328;0;0;0
134217728;69206016;20699688;48506328;0;0;0
134217728;69206016;20699688;48506328;0;0;0
134217728;69206016;20699688;48506328;0;0;0
134217728;69206016;20674032;48531984;25656;25,0546875;0,024467468
134217728;69206016;20160528;49045488;513504;501,46875;0,489715576
134217728;69206016;20160528;49045488;0;0;0
134217728;69206016;20160528;49045488;0;0;0
134217728;69206016;20160528;49045488;0;0;0
134217728;69206016;20160528;49045488;0;0;0
134217728;69206016;20160528;49045488;0;0;0
134217728;69206016;20160528;49045488;0;0;0
134217728;69206016;20160528;49045488;0;0;0
134217728;69206016;20160528;49045488;0;0;0
134217728;69206016;20160528;49045488;0;0;0
134217728;69206016;20160528;49045488;0;0;0
134217728;69206016;20160528;49045488;0;0;0
134217728;69206016;20160528;49045488;0;0;0
134217728;69206016;20160528;49045488;0;0;0
134217728;69206016;20160528;49045488;0;0;0
134217728;69206016;20160528;49045488;0;0;0
134217728;69206016;20160528;49045488;0;0;0
134217728;69206016;20160528;49045488;0;0;0
134217728;69206016;20160528;49045488;0;0;0
134217728;69206016;20160528;49045488;0;0;0
134217728;69206016;20160528;49045488;0;0;0
134217728;69206016;20160528;49045488;0;0;0
134217728;69206016;20160528;49045488;0;0;0
134217728;69206016;20160528;49045488;0;0;0
134217728;69206016;20160528;49045488;0;0;0
134217728;69206016;20160528;49045488;0;0;0
134217728;69206016;20160528;49045488;0;0;0
134217728;69206016;20160528;49045488;0;0;0
134217728;69206016;19649072;49556944;511456;499,46875;0,487762451
134217728;69206016;19649072;49556944;0;0;0
134217728;69206016;19649072;49556944;0;0;0
134217728;69206016;19649072;49556944;0;0;0
134217728;69206016;19649072;49556944;0;0;0
134217728;69206016;19649072;49556944;0;0;0
134217728;69206016;19649072;49556944;0;0;0
134217728;69206016;19649072;49556944;0;0;0
134217728;69206016;19649072;49556944;0;0;0
134217728;69206016;19649072;49556944;0;0;0
134217728;69206016;19649072;49556944;0;0;0
134217728;69206016;19649072;49556944;0;0;0
134217728;69206016;19649072;49556944;0;0;0
134217728;69206016;19649072;49556944;0;0;0
134217728;69206016;19649072;49556944;0;0;0
134217728;69206016;19649072;49556944;0;0;0
134217728;69206016;19649072;49556944;0;0;0
134217728;69206016;19649072;49556944;0;0;0
134217728;69206016;19649072;49556944;0;0;0
134217728;69206016;19649072;49556944;0;0;0
134217728;69206016;19649072;49556944;0;0;0
134217728;69206016;19649072;49556944;0;0;0
134217728;69206016;19649072;49556944;0;0;0
134217728;69206016;19649072;49556944;0;0;0
134217728;69206016;19649072;49556944;0;0;0
134217728;69206016;19649072;49556944;0;0;0
134217728;69206016;19649072;49556944;0;0;0
134217728;69206016;19649072;49556944;0;0;0
134217728;69206016;19625456;49580560;23616;23,0625;0,022521973
134217728;69206016;19111952;50094064;513504;501,46875;0,489715576
134217728;69206016;19111952;50094064;0;0;0
134217728;69206016;19111952;50094064;0;0;0
134217728;69206016;19111952;50094064;0;0;0
134217728;69206016;19111952;50094064;0;0;0
134217728;69206016;19111952;50094064;0;0;0
134217728;69206016;19111952;50094064;0;0;0
